UnionTerritories,Year,Quarter,District_Pincode,Transaction_count,Transaction_amount
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,396235,195578,308847000
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,362520,23557,51880000
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,362571,12306,33140200
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,396220,6766,8729850
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,362540,5159,9482020
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,362570,799,1156040
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,396230,1012000,1485580000
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,396210,436569,706554000
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,396215,218763,324695000
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,396235,206428,339864000
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,362520,26897,58721400
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,362571,10526,27398300
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,396220,8876,12517100
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,362540,4421,8927650
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,362570,764,1373010
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,396230,1116145,1605780000
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,396210,483461,729958000
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,396215,244747,339008000
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,396235,234748,375901000
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,362520,22524,54227000
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,362571,12826,37078000
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,396220,4968,5114010
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,362540,4701,7722440
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,362570,963,2881760
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,396230,1638554,2161170000
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,396210,711442,1004070000
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,396215,358966,455843000
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,396235,340968,512051000
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,362520,43817,99557800
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,362571,13815,39646200
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,396220,13281,15343000
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,362540,7258,15140900
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,362570,1369,3109350
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,396230,2185292,2785140000
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,396210,933996,1279960000
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,396235,466238,678788000
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,396215,460444,587732000
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,362520,56563,126386000
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,396220,22713,28100500
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,362571,20903,59141900
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,362540,9229,16955600
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,362570,1707,3643910
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,396230,2529505,3175910000
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,396210,1063029,1377710000
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,396235,548668,778924000
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,396215,542827,662239000
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,362520,61125,132960000
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,396220,23941,28860400
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,362571,22718,58151300
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,362540,9142,18522400
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,362570,1848,3769520
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,396230,3036361,3510650000
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,396210,1265263,1555470000
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,396235,669168,874018000
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,396215,624136,726057000
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,362520,86725,176999000
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,396220,34008,40143100
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,362571,29535,78134300
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,362540,12175,27561900
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,362570,2400,6126000
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,396230,3258977,3694120000
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,396210,1611322,1870810000
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,396235,740384,907967000
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,396215,676827,734945000
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,362520,110894,191477000
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,396220,29552,33066100
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,362571,24481,59886000
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,362540,10546,23234200
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,362570,2638,5142510
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,396230,3819682,4120310000
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,396210,1522368,1761570000
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,396235,870173,1013730000
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,396215,785689,825149000
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,362520,109260,191451000
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,396220,36803,42568900
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,362571,29723,68740000
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,362540,13387,30385400
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,362570,2500,5742940
delhi,2018,1,110006,2636324,3714140000
delhi,2018,1,110011,490950,754672000
delhi,2018,1,110092,195216,333414000
delhi,2018,1,110059,162674,267829000
delhi,2018,1,110044,136670,200395000
delhi,2018,1,110086,108360,143566000
delhi,2018,1,110084,105336,139880000
delhi,2018,1,110096,105018,161837000
delhi,2018,1,110085,93946,174021000
delhi,2018,1,110043,93278,144808000
delhi,2018,2,110006,3069733,5237590000
delhi,2018,2,110011,579110,1109170000
delhi,2018,2,110092,271265,508732000
delhi,2018,2,110059,222069,442940000
delhi,2018,2,110044,175649,307557000
delhi,2018,2,110086,154443,247003000
delhi,2018,2,110096,148029,252562000
delhi,2018,2,110085,145585,317609000
delhi,2018,2,110084,145583,230776000
delhi,2018,2,110009,133952,226438000
delhi,2018,3,110006,7198882,9029500000
delhi,2018,3,110011,812288,1413530000
delhi,2018,3,110092,501827,749989000
delhi,2018,3,110059,361774,646462000
delhi,2018,3,110085,306100,512969000
delhi,2018,3,110009,302774,337974000
delhi,2018,3,110096,290687,378809000
delhi,2018,3,110044,272986,459575000
delhi,2018,3,110017,258015,352574000
delhi,2018,3,110086,245945,358304000
delhi,2018,4,110006,7532374,11605600000
delhi,2018,4,110011,1004469,1831110000
delhi,2018,4,110092,914584,1110500000
delhi,2018,4,110085,740562,742724000
delhi,2018,4,110096,736161,612895000
delhi,2018,4,110059,719812,986888000
delhi,2018,4,110009,564839,493331000
delhi,2018,4,110044,534021,705541000
delhi,2018,4,110086,483356,559444000
delhi,2018,4,110084,444895,498315000
delhi,2019,1,110006,10251048,13202000000
delhi,2019,1,110011,6689740,9632800000
delhi,2019,1,110092,1338865,1491550000
delhi,2019,1,110096,1147179,942411000
delhi,2019,1,110059,1102256,1353650000
delhi,2019,1,110044,911319,992030000
delhi,2019,1,110085,897857,1004050000
delhi,2019,1,110009,784279,667133000
delhi,2019,1,110086,716724,793361000
delhi,2019,1,110084,665598,672268000
delhi,2019,2,110011,20001452,31366300000
delhi,2019,2,110006,5952051,9213000000
delhi,2019,2,110092,1447420,1699240000
delhi,2019,2,110059,1253433,1644780000
delhi,2019,2,110096,1135062,1082880000
delhi,2019,2,110009,898421,797947000
delhi,2019,2,110085,880534,1078190000
delhi,2019,2,110044,854696,1047980000
delhi,2019,2,110084,761728,787872000
delhi,2019,2,110086,743531,949263000
delhi,2019,3,110011,20159577,36968900000
delhi,2019,3,110006,6299017,10912600000
delhi,2019,3,110092,2006597,2258920000
delhi,2019,3,110059,1788522,2253160000
delhi,2019,3,110096,1488979,1427480000
delhi,2019,3,110009,1268184,1094110000
delhi,2019,3,110044,1189402,1394780000
delhi,2019,3,110085,1143433,1473510000
delhi,2019,3,110084,1090367,1088710000
delhi,2019,3,110086,1020400,1300030000
delhi,2019,4,110011,22861243,44827100000
delhi,2019,4,110006,8368797,15084600000
delhi,2019,4,110092,2272569,2702140000
delhi,2019,4,110059,1984491,2741930000
delhi,2019,4,110001,1849024,3191580000
delhi,2019,4,110096,1674228,1768510000
delhi,2019,4,110009,1382755,1206710000
delhi,2019,4,110044,1326108,1772760000
delhi,2019,4,110084,1232175,1264240000
delhi,2019,4,110085,1210245,1750800000
delhi,2020,1,110006,19881142,34803700000
delhi,2020,1,110001,13167147,27716400000
delhi,2020,1,110092,2246745,2823170000
delhi,2020,1,110059,2017770,2959100000
delhi,2020,1,110096,1688246,1871580000
delhi,2020,1,110044,1390523,1922870000
delhi,2020,1,110009,1380723,1274240000
delhi,2020,1,110084,1309355,1389600000
delhi,2020,1,110086,1195886,1853980000
delhi,2020,1,110085,1143958,1865170000
delhi,2020,2,110006,14401400,26006500000
delhi,2020,2,110001,9780539,21370000000
delhi,2020,2,110059,2139941,3106870000
delhi,2020,2,110092,1562004,2182880000
delhi,2020,2,110096,1551398,1650560000
delhi,2020,2,110044,1481070,1868450000
delhi,2020,2,110086,1425918,1945810000
delhi,2020,2,110084,1182392,1341680000
delhi,2020,2,110043,1097029,1679250000
delhi,2020,2,110042,1024179,1489020000
delhi,2020,3,110006,27731187,53768500000
delhi,2020,3,110001,11598940,25361400000
delhi,2020,3,110059,2674239,4417670000
delhi,2020,3,110092,2031141,3182610000
delhi,2020,3,110096,1923493,2318440000
delhi,2020,3,110044,1896683,2685180000
delhi,2020,3,110086,1744045,2969190000
delhi,2020,3,110085,1483956,2736100000
delhi,2020,3,110043,1396108,2434310000
delhi,2020,3,110084,1373338,1948940000
delhi,2020,4,110006,24969702,48831600000
delhi,2020,4,110001,11221269,23683900000
delhi,2020,4,110059,3799438,6329570000
delhi,2020,4,110092,3221230,4899620000
delhi,2020,4,110096,2718700,3438340000
delhi,2020,4,110044,2649861,3913820000
delhi,2020,4,110086,2341470,4223420000
delhi,2020,4,110085,2068385,3843460000
delhi,2020,4,110084,2050059,2865230000
delhi,2020,4,110043,1917099,3480990000
delhi,2021,1,110006,46104924,76683900000
delhi,2021,1,110001,22666307,39323600000
delhi,2021,1,110059,3737331,6348260000
delhi,2021,1,110092,3556986,5257050000
delhi,2021,1,110096,2839758,3612500000
delhi,2021,1,110044,2645743,3938470000
delhi,2021,1,110086,2287534,4240410000
delhi,2021,1,110084,2162372,2985490000
delhi,2021,1,110025,2149774,2920920000
delhi,2021,1,110085,2084799,3980310000
delhi,2021,2,110006,54888173,88849300000
delhi,2021,2,110001,27812030,47085600000
delhi,2021,2,110059,4052872,6828940000
delhi,2021,2,110092,3163351,4866800000
delhi,2021,2,110044,2832954,4116840000
delhi,2021,2,110096,2782115,3579730000
delhi,2021,2,110086,2638400,4600120000
delhi,2021,2,110084,2220724,3106100000
delhi,2021,2,110043,2144919,3831290000
delhi,2021,2,110094,2055104,4068430000
delhi,2021,3,110006,77515502,1.17512E+11
delhi,2021,3,110001,37098256,58772300000
delhi,2021,3,110059,5085859,8604120000
delhi,2021,3,110092,4717758,6986400000
delhi,2021,3,110044,3751590,5383140000
delhi,2021,3,110096,3708201,4715950000
delhi,2021,3,110086,3291024,5909930000
delhi,2021,3,110025,2992099,4083550000
delhi,2021,3,110084,2951800,4093050000
delhi,2021,3,110085,2936940,5522650000
delhi,2021,4,110006,96850347,1.52021E+11
delhi,2021,4,110001,45632512,75082100000
delhi,2021,4,110059,5943757,10518200000
delhi,2021,4,110092,5571112,8499320000
delhi,2021,4,110044,4462678,6696440000
delhi,2021,4,110096,4227391,5949260000
delhi,2021,4,110025,3961746,5551790000
delhi,2021,4,110086,3930362,7373960000
delhi,2021,4,110084,3455659,5003760000
delhi,2021,4,110085,3441469,6668420000
delhi,2022,1,110006,112708284,1.70855E+11
delhi,2022,1,110001,53611907,85366100000
delhi,2022,1,110059,6517564,11297400000
delhi,2022,1,110092,5941201,9009250000
delhi,2022,1,110044,4830269,7219700000
delhi,2022,1,110096,4584596,6478570000
delhi,2022,1,110025,4301886,5948490000
delhi,2022,1,110086,4286737,8020810000
delhi,2022,1,110084,3775690,5458250000
delhi,2022,1,110041,3769917,7362520000
delhi,2022,2,110006,139136098,2.0027E+11
delhi,2022,2,110001,66110858,99696300000
delhi,2022,2,110059,7911848,13229700000
delhi,2022,2,110092,7653561,10718200000
delhi,2022,2,110044,5867922,8271730000
delhi,2022,2,110096,5775974,7492470000
delhi,2022,2,110025,5619553,7230300000
delhi,2022,2,110086,5076095,9266500000
delhi,2022,2,110084,4608613,6338180000
delhi,2022,2,110085,4554877,8379280000
delhi,2022,3,110006,222465526,2.94133E+11
delhi,2022,3,110001,28526787,37616200000
delhi,2022,3,110011,8581845,11865300000
delhi,2022,3,110059,7992943,13036400000
delhi,2022,3,110092,7839965,10702000000
delhi,2022,3,110091,7698720,10627800000
delhi,2022,3,110041,6489117,11438000000
delhi,2022,3,110044,6061206,8284650000
delhi,2022,3,110096,5849855,7406070000
delhi,2022,3,110025,5742673,7179820000
delhi,2022,4,110006,258183697,3.49487E+11
delhi,2022,4,110001,20480539,26584200000
delhi,2022,4,110091,9548765,13433800000
delhi,2022,4,110059,8586883,14036900000
delhi,2022,4,110092,8283981,11402300000
delhi,2022,4,110025,6561517,7929220000
delhi,2022,4,110044,6470704,8894790000
delhi,2022,4,110041,6313451,11528800000
delhi,2022,4,110096,6216504,8186000000
delhi,2022,4,110086,5461785,9854330000
jammu-&-kashmir,2018,1,185102,395605,503567000
jammu-&-kashmir,2018,1,193201,33968,11301600
jammu-&-kashmir,2018,1,193501,24084,5034490
jammu-&-kashmir,2018,1,192201,20747,6413090
jammu-&-kashmir,2018,1,193411,15068,2451860
jammu-&-kashmir,2018,1,192231,14347,5520100
jammu-&-kashmir,2018,1,193502,12471,4497810
jammu-&-kashmir,2018,1,193121,12413,8824590
jammu-&-kashmir,2018,1,180001,12322,13312800
jammu-&-kashmir,2018,1,191111,12239,6335070
jammu-&-kashmir,2018,2,185102,884352,1613620000
jammu-&-kashmir,2018,2,193201,69507,22897600
jammu-&-kashmir,2018,2,193121,46471,21975300
jammu-&-kashmir,2018,2,193501,40579,11778000
jammu-&-kashmir,2018,2,191111,27686,13654500
jammu-&-kashmir,2018,2,193502,19367,11423700
jammu-&-kashmir,2018,2,192231,18472,9343000
jammu-&-kashmir,2018,2,193401,18168,7404780
jammu-&-kashmir,2018,2,190002,17682,28400300
jammu-&-kashmir,2018,2,191131,15890,4737530
jammu-&-kashmir,2018,3,185102,1177035,2060010000
jammu-&-kashmir,2018,3,193201,102540,61415500
jammu-&-kashmir,2018,3,193501,62453,31246700
jammu-&-kashmir,2018,3,193121,61015,49955700
jammu-&-kashmir,2018,3,190011,39127,24180400
jammu-&-kashmir,2018,3,191131,29625,13873700
jammu-&-kashmir,2018,3,191111,25734,27096600
jammu-&-kashmir,2018,3,192301,25505,25243400
jammu-&-kashmir,2018,3,190002,23857,40365100
jammu-&-kashmir,2018,3,193502,22666,25199900
jammu-&-kashmir,2018,4,185102,1624075,2932510000
jammu-&-kashmir,2018,4,190011,32672,18623600
jammu-&-kashmir,2018,4,192201,31198,19115100
jammu-&-kashmir,2018,4,193121,29674,47067900
jammu-&-kashmir,2018,4,193201,29458,37905100
jammu-&-kashmir,2018,4,182101,27848,90757000
jammu-&-kashmir,2018,4,190002,23920,51997400
jammu-&-kashmir,2018,4,191111,19579,36349900
jammu-&-kashmir,2018,4,180001,19468,44373000
jammu-&-kashmir,2018,4,190001,18949,60333000
jammu-&-kashmir,2019,1,185102,1901540,2645530000
jammu-&-kashmir,2019,1,190002,169942,305461000
jammu-&-kashmir,2019,1,180001,75613,196734000
jammu-&-kashmir,2019,1,193201,43019,43070800
jammu-&-kashmir,2019,1,191111,37516,37381400
jammu-&-kashmir,2019,1,192231,36519,34589400
jammu-&-kashmir,2019,1,193121,34343,49013100
jammu-&-kashmir,2019,1,182101,33214,91043300
jammu-&-kashmir,2019,1,190011,29050,19212500
jammu-&-kashmir,2019,1,190001,27480,66576800
jammu-&-kashmir,2019,2,190002,568782,1562320000
jammu-&-kashmir,2019,2,180001,262076,731119000
jammu-&-kashmir,2019,2,182101,39864,123971000
jammu-&-kashmir,2019,2,193201,36382,51779600
jammu-&-kashmir,2019,2,190001,31243,102775000
jammu-&-kashmir,2019,2,193121,30407,64267600
jammu-&-kashmir,2019,2,192231,26951,42247600
jammu-&-kashmir,2019,2,191111,26346,41379900
jammu-&-kashmir,2019,2,193101,23404,59120200
jammu-&-kashmir,2019,2,193222,21756,76206000
jammu-&-kashmir,2019,3,190002,263102,1169630000
jammu-&-kashmir,2019,3,180001,102064,378181000
jammu-&-kashmir,2019,3,182101,25448,83323600
jammu-&-kashmir,2019,3,190001,15013,58511700
jammu-&-kashmir,2019,3,180012,14641,41339200
jammu-&-kashmir,2019,3,182146,14566,44723500
jammu-&-kashmir,2019,3,185131,13028,40727500
jammu-&-kashmir,2019,3,181201,12092,39841200
jammu-&-kashmir,2019,3,181133,11859,29297500
jammu-&-kashmir,2019,3,184121,11660,29952000
jammu-&-kashmir,2019,4,180001,128688,521883000
jammu-&-kashmir,2019,4,190002,110356,438657000
jammu-&-kashmir,2019,4,182101,15426,64495800
jammu-&-kashmir,2019,4,180005,12515,48613400
jammu-&-kashmir,2019,4,182146,11770,39237000
jammu-&-kashmir,2019,4,180012,10536,39017800
jammu-&-kashmir,2019,4,180004,9644,37829500
jammu-&-kashmir,2019,4,185131,9391,33632300
jammu-&-kashmir,2019,4,180020,9013,34354000
jammu-&-kashmir,2019,4,185101,7792,27873400
jammu-&-kashmir,2020,1,180005,168047,689254000
jammu-&-kashmir,2020,1,190001,86473,348993000
jammu-&-kashmir,2020,1,182101,26016,83353700
jammu-&-kashmir,2020,1,180012,15460,50601000
jammu-&-kashmir,2020,1,180020,14875,45518900
jammu-&-kashmir,2020,1,180001,14784,39228700
jammu-&-kashmir,2020,1,180004,12824,39768100
jammu-&-kashmir,2020,1,182301,12146,38243400
jammu-&-kashmir,2020,1,181133,12109,33517200
jammu-&-kashmir,2020,1,181201,11924,42808900
jammu-&-kashmir,2020,2,180005,361107,1567500000
jammu-&-kashmir,2020,2,190001,311624,1384680000
jammu-&-kashmir,2020,2,182101,66728,181869000
jammu-&-kashmir,2020,2,181201,36656,108535000
jammu-&-kashmir,2020,2,184121,31865,69392700
jammu-&-kashmir,2020,2,181133,31435,73117600
jammu-&-kashmir,2020,2,193222,31236,106437000
jammu-&-kashmir,2020,2,193224,30815,95811200
jammu-&-kashmir,2020,2,181221,29785,94892500
jammu-&-kashmir,2020,2,180011,29135,83060100
jammu-&-kashmir,2020,3,180005,697634,3188360000
jammu-&-kashmir,2020,3,190001,275556,1242170000
jammu-&-kashmir,2020,3,182101,88276,274046000
jammu-&-kashmir,2020,3,181201,44850,148739000
jammu-&-kashmir,2020,3,193222,44793,155180000
jammu-&-kashmir,2020,3,193224,43418,140073000
jammu-&-kashmir,2020,3,181133,41695,112253000
jammu-&-kashmir,2020,3,192101,38666,151796000
jammu-&-kashmir,2020,3,184121,38473,104701000
jammu-&-kashmir,2020,3,180011,36128,118900000
jammu-&-kashmir,2020,4,180005,773367,3066040000
jammu-&-kashmir,2020,4,190001,342481,1247850000
jammu-&-kashmir,2020,4,182101,139485,383288000
jammu-&-kashmir,2020,4,193201,94229,146780000
jammu-&-kashmir,2020,4,193222,92004,226826000
jammu-&-kashmir,2020,4,193224,75756,186405000
jammu-&-kashmir,2020,4,193121,73212,151793000
jammu-&-kashmir,2020,4,180001,69319,153605000
jammu-&-kashmir,2020,4,181133,69088,174901000
jammu-&-kashmir,2020,4,181201,68756,203943000
jammu-&-kashmir,2021,1,180005,1524884,4692030000
jammu-&-kashmir,2021,1,190001,615514,1706970000
jammu-&-kashmir,2021,1,182101,141682,391639000
jammu-&-kashmir,2021,1,193201,100457,129459000
jammu-&-kashmir,2021,1,193222,89783,224033000
jammu-&-kashmir,2021,1,192101,83723,164482000
jammu-&-kashmir,2021,1,180001,81439,168803000
jammu-&-kashmir,2021,1,180012,76208,179347000
jammu-&-kashmir,2021,1,181133,73221,176357000
jammu-&-kashmir,2021,1,193121,72423,136380000
jammu-&-kashmir,2021,2,180005,2395795,6916280000
jammu-&-kashmir,2021,2,190001,963024,2393830000
jammu-&-kashmir,2021,2,182101,191043,479782000
jammu-&-kashmir,2021,2,193201,132197,150231000
jammu-&-kashmir,2021,2,192101,124179,235138000
jammu-&-kashmir,2021,2,193222,114940,277458000
jammu-&-kashmir,2021,2,193224,109218,223287000
jammu-&-kashmir,2021,2,192301,103210,171693000
jammu-&-kashmir,2021,2,192231,101906,149083000
jammu-&-kashmir,2021,2,191111,100328,140286000
jammu-&-kashmir,2021,3,180005,3310581,9566730000
jammu-&-kashmir,2021,3,190001,1517404,4041790000
jammu-&-kashmir,2021,3,182101,259669,611392000
jammu-&-kashmir,2021,3,192101,155542,296625000
jammu-&-kashmir,2021,3,193201,148934,191079000
jammu-&-kashmir,2021,3,193222,144063,374834000
jammu-&-kashmir,2021,3,180001,134163,261701000
jammu-&-kashmir,2021,3,181133,128834,280706000
jammu-&-kashmir,2021,3,180012,125788,285998000
jammu-&-kashmir,2021,3,181221,125389,269772000
jammu-&-kashmir,2021,4,180005,4045341,10810400000
jammu-&-kashmir,2021,4,190001,2091026,5502620000
jammu-&-kashmir,2021,4,182101,334387,792672000
jammu-&-kashmir,2021,4,180001,188887,372117000
jammu-&-kashmir,2021,4,193222,179238,455766000
jammu-&-kashmir,2021,4,192101,179109,325369000
jammu-&-kashmir,2021,4,181133,176692,377656000
jammu-&-kashmir,2021,4,180012,175273,398247000
jammu-&-kashmir,2021,4,182301,167341,406107000
jammu-&-kashmir,2021,4,181221,167331,339612000
jammu-&-kashmir,2022,1,180005,2352472,5393220000
jammu-&-kashmir,2022,1,190001,1857847,4200770000
jammu-&-kashmir,2022,1,182101,387778,852695000
jammu-&-kashmir,2022,1,180001,233477,418172000
jammu-&-kashmir,2022,1,181133,212552,405593000
jammu-&-kashmir,2022,1,180012,209985,433528000
jammu-&-kashmir,2022,1,193222,197421,445319000
jammu-&-kashmir,2022,1,181221,186886,349306000
jammu-&-kashmir,2022,1,193201,185417,237465000
jammu-&-kashmir,2022,1,192101,183302,307984000
jammu-&-kashmir,2022,2,180005,3448814,7135690000
jammu-&-kashmir,2022,2,190001,3218384,6873200000
jammu-&-kashmir,2022,2,182101,507016,1030280000
jammu-&-kashmir,2022,2,192101,299749,513254000
