"UnionTerritories","Year","Quarter","District_Pincode","Registered_User"
"chandigarh","2021","1","160002","51384"
"chandigarh","2021","1","160036","44518"
"chandigarh","2021","1","160047","42473"
"chandigarh","2021","1","160022","32441"
"chandigarh","2021","1","160014","29983"
"chandigarh","2021","1","160015","15642"
"chandigarh","2021","1","160030","15357"
"chandigarh","2021","1","160011","14949"
"chandigarh","2021","1","160019","14773"
"chandigarh","2021","2","160101","63492"
"chandigarh","2021","2","160002","54973"
"chandigarh","2021","2","160036","47535"
"chandigarh","2021","2","160047","45337"
"chandigarh","2021","2","160022","34573"
"chandigarh","2021","2","160014","32068"
"chandigarh","2021","2","160015","16673"
"chandigarh","2021","2","160030","16402"
"chandigarh","2021","2","160011","15925"
"chandigarh","2021","2","160019","15784"
"chandigarh","2021","3","160101","68033"
"chandigarh","2021","3","160002","58992"
"chandigarh","2021","3","160036","50920"
"chandigarh","2021","3","160047","48505"
"chandigarh","2021","3","160022","36978"
"chandigarh","2021","3","160014","34469"
"chandigarh","2021","3","160015","17785"
"chandigarh","2021","3","160030","17596"
"chandigarh","2021","3","160011","16987"
"chandigarh","2021","3","160019","16871"
"chandigarh","2021","4","160101","72637"
"chandigarh","2021","4","160002","62969"
"chandigarh","2021","4","160036","54223"
"chandigarh","2021","4","160047","51660"
"chandigarh","2021","4","160022","39282"
"chandigarh","2021","4","160014","36857"
"chandigarh","2021","4","160015","18899"
"chandigarh","2021","4","160030","18735"
"chandigarh","2021","4","160011","18061"
"chandigarh","2021","4","160019","17944"
"chandigarh","2022","1","160101","76960"
"chandigarh","2022","1","160002","66680"
"chandigarh","2022","1","160036","57265"
"chandigarh","2022","1","160047","54598"
"chandigarh","2022","1","160022","41445"
"chandigarh","2022","1","160014","39045"
"chandigarh","2022","1","160015","19940"
"chandigarh","2022","1","160030","19799"
"chandigarh","2022","1","160011","19085"
"chandigarh","2022","1","160019","18943"
"chandigarh","2022","2","160101","81030"
"chandigarh","2022","2","160002","70202"
"chandigarh","2022","2","160036","60207"
"chandigarh","2022","2","160047","57439"
"chandigarh","2022","2","160022","43479"
"chandigarh","2022","2","160014","41121"
"chandigarh","2022","2","160015","20944"
"chandigarh","2022","2","160030","20822"
"chandigarh","2022","2","160011","20043"
"chandigarh","2022","2","160019","19907"
"chandigarh","2022","3","160101","85368"
"chandigarh","2022","3","160002","73870"
"chandigarh","2022","3","160036","63231"
"chandigarh","2022","3","160047","60295"
"chandigarh","2022","3","160022","45609"
"chandigarh","2022","3","160014","43314"
"chandigarh","2022","3","160015","21953"
"chandigarh","2022","3","160030","21889"
"chandigarh","2022","3","160011","21003"
"chandigarh","2022","3","160019","20886"
"chandigarh","2022","4","160101","89650"
"chandigarh","2022","4","160002","77592"
"chandigarh","2022","4","160036","66174"
"chandigarh","2022","4","160047","63191"
"chandigarh","2022","4","160022","47654"
"chandigarh","2022","4","160014","45488"
"chandigarh","2022","4","160015","22959"
"chandigarh","2022","4","160030","22922"
"chandigarh","2022","4","160011","22005"
"chandigarh","2022","4","160019","21875"
"dadra-&-nagar-haveli-&-daman-&-diu","2018","1","396230","26888"
"dadra-&-nagar-haveli-&-daman-&-diu","2018","1","396210","12153"
"dadra-&-nagar-haveli-&-daman-&-diu","2018","1","396215","6390"
"dadra-&-nagar-haveli-&-daman-&-diu","2018","1","396235","5140"
"dadra-&-nagar-haveli-&-daman-&-diu","2018","1","362520","1330"
"dadra-&-nagar-haveli-&-daman-&-diu","2018","1","362571","767"
"dadra-&-nagar-haveli-&-daman-&-diu","2018","1","362540","365"
"dadra-&-nagar-haveli-&-daman-&-diu","2018","1","396220","134"
"dadra-&-nagar-haveli-&-daman-&-diu","2018","1","362570","91"
"dadra-&-nagar-haveli-&-daman-&-diu","2018","2","396230","36053"
"dadra-&-nagar-haveli-&-daman-&-diu","2018","2","396210","16275"
"dadra-&-nagar-haveli-&-daman-&-diu","2018","2","396215","8687"
"dadra-&-nagar-haveli-&-daman-&-diu","2018","2","396235","7032"
"dadra-&-nagar-haveli-&-daman-&-diu","2018","2","362520","1728"
"dadra-&-nagar-haveli-&-daman-&-diu","2018","2","362571","930"
"dadra-&-nagar-haveli-&-daman-&-diu","2018","2","362540","463"
"dadra-&-nagar-haveli-&-daman-&-diu","2018","2","396220","182"
"dadra-&-nagar-haveli-&-daman-&-diu","2018","2","362570","108"
"dadra-&-nagar-haveli-&-daman-&-diu","2018","3","396230","46381"
"dadra-&-nagar-haveli-&-daman-&-diu","2018","3","396210","20999"
"dadra-&-nagar-haveli-&-daman-&-diu","2018","3","396215","11408"
"dadra-&-nagar-haveli-&-daman-&-diu","2018","3","396235","9245"
"dadra-&-nagar-haveli-&-daman-&-diu","2018","3","362520","2056"
"dadra-&-nagar-haveli-&-daman-&-diu","2018","3","362571","1076"
"dadra-&-nagar-haveli-&-daman-&-diu","2018","3","362540","573"
"dadra-&-nagar-haveli-&-daman-&-diu","2018","3","396220","244"
"dadra-&-nagar-haveli-&-daman-&-diu","2018","3","362570","125"
"dadra-&-nagar-haveli-&-daman-&-diu","2018","4","396230","58055"
"dadra-&-nagar-haveli-&-daman-&-diu","2018","4","396210","27039"
"dadra-&-nagar-haveli-&-daman-&-diu","2018","4","396215","14722"
"dadra-&-nagar-haveli-&-daman-&-diu","2018","4","396235","11778"
"dadra-&-nagar-haveli-&-daman-&-diu","2018","4","362520","2456"
"dadra-&-nagar-haveli-&-daman-&-diu","2018","4","362571","1336"
"dadra-&-nagar-haveli-&-daman-&-diu","2018","4","362540","686"
"dadra-&-nagar-haveli-&-daman-&-diu","2018","4","396220","308"
"dadra-&-nagar-haveli-&-daman-&-diu","2018","4","362570","131"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","1","396230","69568"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","1","396210","32703"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","1","396215","18018"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","1","396235","14419"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","1","362520","2879"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","1","362571","1582"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","1","362540","842"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","1","396220","372"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","1","362570","149"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","2","396230","78132"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","2","396210","37160"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","2","396215","20428"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","2","396235","16250"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","2","362520","3291"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","2","362571","1785"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","2","362540","947"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","2","396220","417"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","2","362570","170"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","3","396230","87039"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","3","396210","41395"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","3","396215","22996"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","3","396235","18290"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","3","362520","3618"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","3","362571","1908"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","3","362540","1044"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","3","396220","463"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","3","362570","176"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","4","396230","97116"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","4","396210","46041"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","4","396215","25932"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","4","396235","20689"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","4","362520","3953"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","4","362571","2041"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","4","362540","1138"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","4","396220","497"
"dadra-&-nagar-haveli-&-daman-&-diu","2019","4","362570","191"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","1","396230","107112"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","1","396210","50829"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","1","396215","28959"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","1","396235","23143"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","1","362520","4269"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","1","362571","2223"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","1","362540","1217"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","1","396220","541"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","1","362570","203"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","2","396230","119858"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","2","396210","56796"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","2","396215","32569"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","2","396235","26145"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","2","362520","4635"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","2","362571","2541"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","2","362540","1398"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","2","396220","651"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","2","362570","221"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","3","396230","131460"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","3","396210","61967"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","3","396215","35428"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","3","396235","28723"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","3","362520","5010"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","3","362571","2821"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","3","362540","1581"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","3","396220","713"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","3","362570","243"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","4","396230","145541"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","4","396210","68594"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","4","396215","39109"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","4","396235","31891"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","4","362520","5447"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","4","362571","3079"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","4","362540","1750"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","4","396220","808"
"dadra-&-nagar-haveli-&-daman-&-diu","2020","4","362570","274"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","1","396230","157679"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","1","396210","74340"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","1","396215","42510"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","1","396235","34583"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","1","362520","5885"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","1","362571","3337"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","1","362540","1890"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","1","396220","878"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","1","362570","294"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","2","396230","169433"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","2","396210","79673"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","2","396215","45646"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","2","396235","37083"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","2","362520","6307"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","2","362571","3577"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","2","362540","2027"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","2","396220","939"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","2","362570","309"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","3","396230","182708"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","3","396210","85704"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","3","396215","49261"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","3","396235","40023"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","3","362520","6787"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","3","362571","3850"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","3","362540","2189"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","3","396220","1011"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","3","362570","341"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","4","396230","196135"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","4","396210","91807"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","4","396215","52915"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","4","396235","42975"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","4","362520","7231"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","4","362571","4107"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","4","362540","2349"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","4","396220","1084"
"dadra-&-nagar-haveli-&-daman-&-diu","2021","4","362570","360"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","1","396230","208830"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","1","396210","97488"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","1","396215","56396"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","1","396235","45747"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","1","362520","7714"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","1","362571","4360"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","1","362540","2504"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","1","396220","1145"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","1","362570","386"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","2","396230","220980"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","2","396210","103014"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","2","396215","59641"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","2","396235","48364"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","2","362520","8149"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","2","362571","4611"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","2","362540","2642"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","2","396220","1206"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","2","362570","409"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","3","396230","233674"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","3","396210","108872"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","3","396215","63078"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","3","396235","51249"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","3","362520","8564"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","3","362571","4883"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","3","362540","2790"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","3","396220","1269"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","3","362570","428"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","4","396230","246264"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","4","396210","114561"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","4","396215","66595"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","4","396235","53953"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","4","362520","8942"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","4","362571","5114"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","4","362540","2925"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","4","396220","1325"
"dadra-&-nagar-haveli-&-daman-&-diu","2022","4","362570","446"
"delhi","2018","1","110059","95496"
"delhi","2018","1","110092","83600"
"delhi","2018","1","110085","61333"
"delhi","2018","1","110086","59970"
"delhi","2018","1","110044","55765"
"delhi","2018","1","110096","50625"
"delhi","2018","1","110041","47451"
"delhi","2018","1","110043","46307"
"delhi","2018","1","110084","44143"
"delhi","2018","1","110042","42647"
"delhi","2018","2","110059","124901"
"delhi","2018","2","110092","108175"
"delhi","2018","2","110086","79557"
"delhi","2018","2","110085","79225"
"delhi","2018","2","110044","73732"
"delhi","2018","2","110096","66744"
"delhi","2018","2","110041","63649"
"delhi","2018","2","110043","60887"
"delhi","2018","2","110084","57380"
"delhi","2018","2","110042","56366"
"delhi","2018","3","110059","156028"
"delhi","2018","3","110092","136676"
"delhi","2018","3","110085","101332"
"delhi","2018","3","110086","100850"
"delhi","2018","3","110044","91279"
"delhi","2018","3","110096","84164"
"delhi","2018","3","110041","80112"
"delhi","2018","3","110043","74435"
"delhi","2018","3","110084","71154"
"delhi","2018","3","110042","71056"
"delhi","2018","4","110059","206537"
"delhi","2018","4","110092","177133"
"delhi","2018","4","110086","133412"
"delhi","2018","4","110085","132600"
"delhi","2018","4","110044","121802"
"delhi","2018","4","110096","114255"
"delhi","2018","4","110041","106984"
"delhi","2018","4","110043","98358"
"delhi","2018","4","110042","95335"
"delhi","2018","4","110094","94322"
"delhi","2019","1","110059","246566"
"delhi","2019","1","110092","206805"
"delhi","2019","1","110086","158267"
"delhi","2019","1","110085","152640"
"delhi","2019","1","110044","145716"
"delhi","2019","1","110096","135423"
"delhi","2019","1","110041","129476"
"delhi","2019","1","110043","117835"
"delhi","2019","1","110094","114562"
"delhi","2019","1","110042","113898"
"delhi","2019","2","110059","274593"
"delhi","2019","2","110092","228546"
"delhi","2019","2","110086","177199"
"delhi","2019","2","110085","167307"
"delhi","2019","2","110044","162716"
"delhi","2019","2","110096","150097"
"delhi","2019","2","110041","146820"
"delhi","2019","2","110043","131498"
"delhi","2019","2","110094","130660"
"delhi","2019","2","110042","129008"
"delhi","2019","3","110059","300007"
"delhi","2019","3","110092","248727"
"delhi","2019","3","110086","194575"
"delhi","2019","3","110085","180186"
"delhi","2019","3","110044","178410"
"delhi","2019","3","110096","164301"
"delhi","2019","3","110041","163228"
"delhi","2019","3","110001","148352"
"delhi","2019","3","110094","146798"
"delhi","2019","3","110043","144276"
"delhi","2019","4","110059","320535"
"delhi","2019","4","110092","264380"
"delhi","2019","4","110086","209488"
"delhi","2019","4","110044","192424"
"delhi","2019","4","110085","189774"
"delhi","2019","4","110041","177838"
"delhi","2019","4","110096","176194"
"delhi","2019","4","110094","161096"
"delhi","2019","4","110001","160180"
"delhi","2019","4","110053","156000"
"delhi","2020","1","110059","342152"
"delhi","2020","1","110092","280039"
"delhi","2020","1","110086","226703"
"delhi","2020","1","110044","207511"
"delhi","2020","1","110085","200098"
"delhi","2020","1","110041","194243"
"delhi","2020","1","110096","187975"
"delhi","2020","1","110094","175645"
"delhi","2020","1","110001","171087"
"delhi","2020","1","110053","170522"
"delhi","2020","2","110059","365614"
"delhi","2020","2","110092","295000"
"delhi","2020","2","110086","246312"
"delhi","2020","2","110044","223161"
"delhi","2020","2","110041","211987"
"delhi","2020","2","110085","211869"
"delhi","2020","2","110096","199631"
"delhi","2020","2","110094","192135"
"delhi","2020","2","110053","186853"
"delhi","2020","2","110042","186007"
"delhi","2020","3","110059","393571"
"delhi","2020","3","110092","314384"
"delhi","2020","3","110086","267186"
"delhi","2020","3","110044","240937"
"delhi","2020","3","110041","231602"
"delhi","2020","3","110085","225882"
"delhi","2020","3","110096","213595"
"delhi","2020","3","110094","210508"
"delhi","2020","3","110053","205752"
"delhi","2020","3","110042","202151"
"delhi","2020","4","110059","423149"
"delhi","2020","4","110092","335783"
"delhi","2020","4","110086","288308"
"delhi","2020","4","110044","259476"
"delhi","2020","4","110041","252304"
"delhi","2020","4","110085","241334"
"delhi","2020","4","110094","230259"
"delhi","2020","4","110096","228635"
"delhi","2020","4","110053","226890"
"delhi","2020","4","110042","219941"
"delhi","2021","1","110059","454201"
"delhi","2021","1","110092","359376"
"delhi","2021","1","110086","310419"
"delhi","2021","1","110044","278606"
"delhi","2021","1","110041","272303"
"delhi","2021","1","110085","257921"
"delhi","2021","1","110094","248570"
"delhi","2021","1","110053","245562"
"delhi","2021","1","110096","245046"
"delhi","2021","1","110042","237271"
"delhi","2021","2","110059","485328"
"delhi","2021","2","110092","383095"
"delhi","2021","2","110086","332618"
"delhi","2021","2","110044","297678"
"delhi","2021","2","110041","291909"
"delhi","2021","2","110085","275085"
"delhi","2021","2","110094","266143"
"delhi","2021","2","110053","262977"
"delhi","2021","2","110096","261791"
"delhi","2021","2","110042","254105"
"delhi","2021","3","110059","520096"
"delhi","2021","3","110092","409520"
"delhi","2021","3","110086","357590"
"delhi","2021","3","110044","319096"
"delhi","2021","3","110041","314015"
"delhi","2021","3","110085","293937"
"delhi","2021","3","110094","285714"
"delhi","2021","3","110053","282380"
"delhi","2021","3","110096","280334"
"delhi","2021","3","110042","273110"
"delhi","2021","4","110059","555449"
"delhi","2021","4","110092","436075"
"delhi","2021","4","110086","382858"
"delhi","2021","4","110044","340833"
"delhi","2021","4","110041","336405"
"delhi","2021","4","110085","312819"
"delhi","2021","4","110094","305422"
"delhi","2021","4","110053","301988"
"delhi","2021","4","110096","299233"
"delhi","2021","4","110042","292597"
"delhi","2022","1","110059","588266"
"delhi","2022","1","110092","460951"
"delhi","2022","1","110086","406863"
"delhi","2022","1","110044","361314"
"delhi","2022","1","110041","357509"
"delhi","2022","1","110085","330413"
"delhi","2022","1","110094","324145"
"delhi","2022","1","110053","320362"
"delhi","2022","1","110096","316906"
"delhi","2022","1","110042","310672"
"delhi","2022","2","110059","619737"
"delhi","2022","2","110092","484816"
"delhi","2022","2","110086","429566"
"delhi","2022","2","110044","381041"
"delhi","2022","2","110041","377721"
"delhi","2022","2","110085","347243"
"delhi","2022","2","110094","341936"
"delhi","2022","2","110053","337770"
"delhi","2022","2","110096","333973"
"delhi","2022","2","110042","328052"
"delhi","2022","3","110059","652328"
"delhi","2022","3","110092","509260"
"delhi","2022","3","110086","453393"
"delhi","2022","3","110044","401386"
"delhi","2022","3","110041","398712"
"delhi","2022","3","110085","364644"
"delhi","2022","3","110094","360554"
"delhi","2022","3","110053","356138"
"delhi","2022","3","110096","351480"
"delhi","2022","3","110042","346285"
"delhi","2022","4","110059","685596"
"delhi","2022","4","110092","534009"
"delhi","2022","4","110086","477514"
"delhi","2022","4","110044","422192"
"delhi","2022","4","110041","419823"
"delhi","2022","4","110085","382113"
"delhi","2022","4","110094","379346"
"delhi","2022","4","110053","374689"
"delhi","2022","4","110096","369272"
"delhi","2022","4","110042","364573"
"jammu-&-kashmir","2018","1","182101","5269"
"jammu-&-kashmir","2018","1","193201","5007"
"jammu-&-kashmir","2018","1","180001","4190"
"jammu-&-kashmir","2018","1","192231","3395"
"jammu-&-kashmir","2018","1","180005","3065"
"jammu-&-kashmir","2018","1","190001","2944"
"jammu-&-kashmir","2018","1","180020","2936"
"jammu-&-kashmir","2018","1","192301","2818"
"jammu-&-kashmir","2018","1","180012","2709"
"jammu-&-kashmir","2018","1","180004","2652"
"jammu-&-kashmir","2018","2","193201","7986"
"jammu-&-kashmir","2018","2","182101","7438"
"jammu-&-kashmir","2018","2","180001","5723"
"jammu-&-kashmir","2018","2","192231","4802"
"jammu-&-kashmir","2018","2","180005","4422"
"jammu-&-kashmir","2018","2","190001","4375"
"jammu-&-kashmir","2018","2","193121","4365"
"jammu-&-kashmir","2018","2","191111","4273"
"jammu-&-kashmir","2018","2","180020","4135"
"jammu-&-kashmir","2018","2","192301","3898"
"jammu-&-kashmir","2018","3","182101","9601"
"jammu-&-kashmir","2018","3","193201","9032"
"jammu-&-kashmir","2018","3","180001","7476"
"jammu-&-kashmir","2018","3","192231","5979"
"jammu-&-kashmir","2018","3","190001","5943"
"jammu-&-kashmir","2018","3","180005","5879"
"jammu-&-kashmir","2018","3","180020","5517"
"jammu-&-kashmir","2018","3","180012","5263"
"jammu-&-kashmir","2018","3","191111","5198"
"jammu-&-kashmir","2018","3","193121","5135"
"jammu-&-kashmir","2018","4","182101","12478"
"jammu-&-kashmir","2018","4","193201","10528"
"jammu-&-kashmir","2018","4","180001","9527"
"jammu-&-kashmir","2018","4","190001","7532"
"jammu-&-kashmir","2018","4","180005","7450"
"jammu-&-kashmir","2018","4","192231","7241"
"jammu-&-kashmir","2018","4","180020","7223"
"jammu-&-kashmir","2018","4","180012","6736"
"jammu-&-kashmir","2018","4","180004","6478"
"jammu-&-kashmir","2018","4","181133","6469"
"jammu-&-kashmir","2019","1","182101","14885"
"jammu-&-kashmir","2019","1","193201","12289"
"jammu-&-kashmir","2019","1","180001","11156"
"jammu-&-kashmir","2019","1","192231","9231"
"jammu-&-kashmir","2019","1","190001","8932"
"jammu-&-kashmir","2019","1","180005","8654"
"jammu-&-kashmir","2019","1","180020","8424"
"jammu-&-kashmir","2019","1","191111","8024"
"jammu-&-kashmir","2019","1","180012","7868"
"jammu-&-kashmir","2019","1","181133","7825"
"jammu-&-kashmir","2019","2","182101","17029"
"jammu-&-kashmir","2019","2","193201","14189"
"jammu-&-kashmir","2019","2","180001","13015"
"jammu-&-kashmir","2019","2","192231","10950"
"jammu-&-kashmir","2019","2","190001","10288"
"jammu-&-kashmir","2019","2","180005","10139"
"jammu-&-kashmir","2019","2","180020","9908"
"jammu-&-kashmir","2019","2","191111","9583"
"jammu-&-kashmir","2019","2","180012","9196"
"jammu-&-kashmir","2019","2","181133","9169"
"jammu-&-kashmir","2019","3","182101","17993"
"jammu-&-kashmir","2019","3","193201","14355"
"jammu-&-kashmir","2019","3","180001","13902"
"jammu-&-kashmir","2019","3","192231","11203"
"jammu-&-kashmir","2019","3","190001","10800"
"jammu-&-kashmir","2019","3","180005","10724"
"jammu-&-kashmir","2019","3","180020","10547"
"jammu-&-kashmir","2019","3","180012","9751"
"jammu-&-kashmir","2019","3","181133","9744"
"jammu-&-kashmir","2019","3","191111","9704"
"jammu-&-kashmir","2019","4","182101","18455"
"jammu-&-kashmir","2019","4","193201","14382"
"jammu-&-kashmir","2019","4","180001","14240"
"jammu-&-kashmir","2019","4","192231","11233"
"jammu-&-kashmir","2019","4","190001","10986"
"jammu-&-kashmir","2019","4","180005","10954"
"jammu-&-kashmir","2019","4","180020","10919"
"jammu-&-kashmir","2019","4","180012","10065"
"jammu-&-kashmir","2019","4","181133","10023"
"jammu-&-kashmir","2019","4","191111","9753"
"jammu-&-kashmir","2020","1","182101","20047"
"jammu-&-kashmir","2020","1","180001","15358"
"jammu-&-kashmir","2020","1","193201","15255"
"jammu-&-kashmir","2020","1","192231","12168"
"jammu-&-kashmir","2020","1","180020","11937"
"jammu-&-kashmir","2020","1","180005","11815"
"jammu-&-kashmir","2020","1","190001","11750"
"jammu-&-kashmir","2020","1","181133","11049"
"jammu-&-kashmir","2020","1","180012","10825"
"jammu-&-kashmir","2020","1","191111","10439"
"jammu-&-kashmir","2020","2","182101","22972"
"jammu-&-kashmir","2020","2","180001","17564"
"jammu-&-kashmir","2020","2","193201","16682"
"jammu-&-kashmir","2020","2","180020","13753"
"jammu-&-kashmir","2020","2","192231","13474"
"jammu-&-kashmir","2020","2","180005","13447"
"jammu-&-kashmir","2020","2","190001","12915"
"jammu-&-kashmir","2020","2","181133","12861"
"jammu-&-kashmir","2020","2","180012","11985"
"jammu-&-kashmir","2020","2","191111","11722"
"jammu-&-kashmir","2020","3","182101","25681"
"jammu-&-kashmir","2020","3","180001","19818"
